재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	            기타포괄손익-공정가치측정금융자산평가손익	5,943,733,781	12,015,127,021	9,635,280,524
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            확정급여제도의재측정요소	299,531,894	1,751,744,075	2,285,125,147
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	11,152,255,871	1,375,806,140	97,649,026,187
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세차감전순이익	10,600,729,973	4,366,874,104	135,101,679,745
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromOperatingActivities	      영업이익(손실)	19,652,144,805	11,234,123,083	134,789,750,114
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      영업수익	987,476,000,172	1,080,600,666,479	1,278,947,330,226
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_GainFromFinancialInstrumentsAtAmortisedCost	         대출채권평가및처분이익	0	51,457,059	727,570,251
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_GainFromFinancialInstrumentsAtFairValueThroughProfitOrLoss	         당기손익-공정가치측정금융상품관련이익	557,989,673,812	677,392,954,973	819,902,364,536
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_OtherOperatingIncome	         기타의영업수익	11,189,781,741	11,322,598,411	18,773,983,831
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_FeeAndCommissionIncome	         수수료수익	176,200,798,414	207,837,027,287	283,356,678,487
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_ForeignExchangeGain	         외환거래이익	23,326,886,149	22,818,181,843	28,173,446,959
 포괄손익계산서, 증권 - 별도	[016610]	DB금융투자	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	ifrs-full_RevenueFromInterest	         이자수익	218,768,860,056	161,178,446,906	128,013,286,162
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	entity00120182_udf_IS_2024313215314943OfComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTaxAbstract	            기타		-53,000,000	
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_AdjustedProfitLossNetOfRegulatoryReserveForCreditLoss	      대손준비금 반영후 조정이익	402,627,000,000	342,396,000,000	782,640,000,000
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_AdjustmentsForForeignExchangeGainLoss	      외환거래손익	61,814,000,000	70,565,000,000	177,863,000,000
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_GainLossFromFinancialInstrumentsAtAmortisedCost	      상각후원가측정금융상품관련순손익	68,000,000	9,024,000,000	-3,309,000,000
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_GainLossFromFinancialInstrumentsAtFairValueThroughOtherComprehensiveIncome	      기타포괄손익-공정가치측정금융상품관련순손익	-15,182,000,000	-1,971,000,000	-485,000,000
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_GainLossFromFinancialInstrumentsAtFairValueThroughProfitOrLoss	      당기손익-공정가치측정금융상품관련순손익	-96,537,000,000	-313,125,000,000	-114,275,000,000
 포괄손익계산서, 증권 - 별도	[005940]	NH투자증권	유가증권시장상장법인	661	금융 지원 서비스업	12	2023-12-31	사업보고서	KRW	dart_NonOperatingExpense	      영업외비용	129,889,000,000	81,996,000,000	82,741,000,000
